#CODE;ENGLISH;x

EVTDESC_MNM_3202;My advisors inform me that [stubborn_courtier.GetTitledName] has been overheard questioning my loyalty to [Root.Religion.GetHighGodName]. When I summon [stubborn_courtier.GetHerHim], [stubborn_courtier.GetSheHe] is apologetic, but a raised eyebrow tells of [stubborn_courtier.GetHerHis] doubt. "It's just a rumor, my [Root.GetLordLady]... You are not overly interested in [Root.GetReligiousRite], but you could surely quote any passage of [Root.Religion.GetScriptureName] without hesitation...?";x
EVTDESC_MNM_3204;As I began reciting [Root.Religion.GetScriptureName], [stubborn_courtier.GetTitledName]'s eyes widened. I intentionally focused on what I believed to be [stubborn_courtier.GetHerHis] favorite passage, speaking clearly to [stubborn_courtier.GetHerHis] interests as a [stubborn_courtier.GetEducationRole]. My gambit seems to have paid off because the deep bow [stubborn_courtier.GetSheHe] bestowed upon me was nothing short of embarrassment and an eagerness to make up for [stubborn_courtier.GetHerHis] obvious blunder.;x
EVTDESC_MNM_3205;As I rack my brain for the appropriate lines to shove triumphantly in [stubborn_courtier.GetTitledName]'s face, my palms grow sweaty.\n"Ezekiel 25:17! I will carry out great vengeance on them..." I begin. Then a slow panic begins to rise within my chest. [stubborn_courtier.GetFirstName] frowns. \n"No, wait, that doesn't seem right. That's not..." I mumble as [stubborn_courtier.GetSheHe] shakes [stubborn_courtier.GetHerHis] head and with a roll of [stubborn_courtier.GetHerHis] eyes walks away, leaving me alone with my failure. By the damnation of [Root.Religion.GetRandomEvilGodName], how did I get this so wrong?;x
EVTDESC_MNM_3206;I make it clear to [stubborn_courtier.GetTitledName] that it seems almost heretical for someone supposedly well-versed in [Root.Religion.GetScriptureName] to display such a poor understanding of the relationship between a ruler and [Root.Religion.GetHighGodName].\n[stubborn_courtier.GetFirstName] clearly did not expect to have their own religious understanding challenged, and I try not to smile to myself as [stubborn_courtier.GetSheHe] sputters an apology. As [stubborn_courtier.GetSheHe] prepares to leave, I remind [stubborn_courtier.GetHerHim] that many questions can be dangerous to ask.;x
EVTDESC_MNM_3207;My voice must not have sounded as threatening as I believed it to. When I told [stubborn_courtier.GetTitledFirstName] how it could be dangerous to ask the wrong questions, [stubborn_courtier.GetSheHe] only laughed. As I followed up with stories of other unfortunate souls who had questioned their liege's faith, [stubborn_courtier.GetHerHis] grin remained. When [stubborn_courtier.GetSheHe] finally departed, it was with an even more disconcerting sentence. "I know exactly where my soul belongs, but I am unsure about yours.";x
EVTDESC_MNM_3209;[concerned_friend.GetTitledFirstName] has come to me as a friend, to inquire about my wellbeing. "I feel as though I never see you pray anymore, is something heavy burdening your mind?" [concerned_friend.GetSheHe] asks.\nI think of my true beliefs, and how they need to be kept secret, even of those closest to me.;x
EVTDESC_MNM_3211;I regale [concerned_friend.GetTitledFirstName] with tales of my "dark dreams" of strange and foreign rituals. [concerned_friend.GetSheHeCap] can barely believe the vividness with which I describe the faith of the unbelievers. Afterwards [concerned_friend.GetSheHe] offers me a listening ear for whenever I may be burdened like this again.\nIf only [concerned_friend.GetSheHe] knew.;x
EVTDESC_MNM_3212;As I describe my "dark dreams," [concerned_friend.GetTitledFirstName]'s expression grows ever more concerned. "You recall these dreams very well," [concerned_friend.GetSheHe] says. "Almost more like memories."\n[concerned_friend.GetFirstName] doesn't comment on it again, but later you worry that you may have made [concerned_friend.GetHerHim] more worried, not less.;x
EVTDESC_MNM_3213;I tried to reassure [concerned_friend.GetTitledFirstName] that everything is as it should, and soon enough we were conversing and laughing like we used to. When the evening was over, [concerned_friend.GetFirstName] looked me in the eyes. "It is good to see that all is well with you after all.";x
EVTDESC_MNM_3214;I tried to reassure [concerned_friend.GetTitledFirstName] that everything is as it should, but my mind would not stay still. Did they already know the truth about my faith? As our conversation drifted onto theology, I briskly told [concerned_friend.GetHerHim] that I had to retire for the evening. I barely said goodbye before I had them escorted out.;x
