#CODE;ENGLISH;x

EVTTITLEHF25200;The Arm-wrestling Challenge;x
EVTTITLEHF25226;The Dice Game;x
EVTTITLEHF25250;The Flyting;x
EVTTITLEHF25280;The Drinking Contest;x

EVTDESCHF25200;Spirits are high at the Lodge tonight, and I am itching for a challenge. Many important warriors have gathered in the large hall to celebrate a recent hunt, giving me no shortage of capable warriors to test my strength with.;x
EVTDESCHF25201;Many important warriors have gathered in the Lodge tonight in order to celebrate a recent hunt. I have barely joined some of my friends in the festivities when [From.GetTitledFirstName] barges in, claiming that [From.GetSheHe] is twice as strong as I am and challenging me to an arm-wrestling match to prove it.;x
EVTDESCHF25202;[From.GetTitledFirstName] was too much of a coward to meet my challenge. [From.GetSheHeCap] excused [From.GetHerselfHimself] and left the hall in a hurry rather than test [From.GetHerHis] strength against mine.;x
EVTDESCHF25203;[From.GetFirstName] and I sit one in front of the other, preparing ourselves for the game. We put our arms on the table while a third fighter holds our fists still. The crowd around us chants a disjointed countdown, and cheers as we start pushing against each other.;x
EVTDESCHF25206;For a while, it seemed as if victory was assured. I was slowly pushing [From.GetFirstName]'s hand closer and closer to the table. Yet, all of a sudden, [From.GetSheHe] has started to gain back ground, getting [From.GetHerHis] hand back up and starting to push on the opposite side.;x
EVTDESCHF25212;Things are not looking great for [From.GetFirstName]. I am slowly managing to get [From.GetHerHis] knuckles on the table, despite [From.GetHerHis] best efforts to push my hand back. When [From.GetSheHe] suddenly shouts a semi-coherent warning about something dangerous behind me, I am baffled.;x
EVTDESCHF25215;With a loud thud, I slam [wl_arm_wrestling_loser.GetFirstName]'s fist against the table, earning a shower of cheers from the other warriors gathered around us. My opponent glares at me and mumbles something about accepting defeat as [wl_arm_wrestling_loser.GetSheHe] rubs [wl_arm_wrestling_loser.GetHerHis] hand.;x
EVTDESCHF25216;With a loud thud, [wl_arm_wrestling_winner.GetFirstName] slams my fist against the table, earning a shower of cheers from the other warriors gathered around us. As if defeating me wasn't enough, [wl_arm_wrestling_winner.GetSheHe] starts mocking me openly.;x
EVTDESCHF25217;With a loud thud, [wl_arm_wrestling_winner.GetFirstName] slams my fist against the table, earning a shower of cheers from the other warriors gathered around us. Luckily, [wl_arm_wrestling_winner.GetFirstName] decides to not rub in [wl_arm_wrestling_winner.GetHerHis] victory, and gives me a bit of praise for holding on this much against [wl_arm_wrestling_winner.GetHerHim].;x
EVTDESCHF25226;A few of my fellow warriors have been spending the night at the Lodge, playing dice games while drinking. Noticing me watching them, they immediately invite me to join them. Initially, I refuse, but then they start teasing me, insinuating I am afraid of a simple betting game.;x
EVTDESCHF25227;As I take the four-sided die inscribed with the intricate faces of the gods, I am asked how much I wish to bet before starting the game.;x
EVTDESCHF25228;As I take the four-sided die inscribed with the intricate faces of the gods, I wonder who should I put my faith in. Some combinations will reward me more than others, yet they are harder to come by.;x
EVTDESCHF25229;Having set all the bets, the warriors gathered around the table incite me to throw the die, eager to see what face will come up.;x
EVTDESCHF25230;My attempt to change the regular die with a weighted one did not pass unnoticed. After a bit of squabbling, one of the other fighters manages to pick the die away from me and throws it on the table a few times, revealing my intent.;x
EVTDESCHF25230_B;My attempt to change the regular die with a weighted one did not pass unnoticed. After a bit of squabbling, [random_society_winner.GetBestName] manages to pick the die away from me and throws it on the table a few times, revealing my intent and calling me a cheater.;x
