# GetWeatherReport
String_mostly_drought;The situation in [Root.PrimaryTitle.GetName] is dire, as the drought brings people to the brink of starvation.;x
String_mostly_drought_risk;Unrest is growing as large areas of [Root.PrimaryTitle.GetName] grow drier each season.;x
String_mostly_heavy_rain;Winds from the south are bringing unusually heavy rains over most of [Root.PrimaryTitle.GetName].;x
String_mostly_light_rain;The seasons have lately brought regular light rainfall over large parts of [Root.PrimaryTitle.GetName].;x
String_varied_weather;Reports vary from region to region: [GetWeatherSplit];x

# GetWeatherSplit
String_light_and_heavy_rains;some areas run a risk of flooding, while others are enjoying lighter rain.;x
String_risk_and_actual_drought;while the winds could still change, there are provinces where the drought has gone on too long.;x
String_rains_and_droughts;some of our provinces are blessed with [GetHeavyLightRain] rains, while others suffer drought.;x

# GetHeavyLightRain
String_heavy;heavy;x
String_light;light;x

# GetRainConsequence
String_consequence_of_drought;Some are saying I am to blame, that it is my administration and governing of [Root.PrimaryTitle.GetName] that has failed.;x
String_consequence_of_drought_risk;If it continues this way, no one in the realm will be safe from the harsh times ahead.;x
String_consequence_of_heavy_rain;"We should probably keep an eye on the water levels in the region", one councilor suggests. "There are many ways to tackle this, my [Root.GetLordLady]", another interjects.;x
String_consequence_of_light_rain;We should spend this time stockpiling for future!;x
String_consequence_of_mixed_drought;I am told that the country is becoming a harsh environment for civilized people, and that people are fighting over every single drop of water. "We have some private stores in the [Root.GetCapitalHolding], of course", my council reminds me.;x
String_consequence_of_mixed_rain;\n"My [Root.GetLordLady]?", my [Root.GetMyTreasurerName] [my_steward.GetTitledFirstName] interrupts my thoughts, clearly expecting me to react to the weather report.;x
