EVTDESC_ZE_3000;[target_treasurer.GetTitledFirstName] beams a smile at you while handing over a pouch of gold. [target_treasurer.GetSheHeCap] claims it contains the savings accumulated from hard work and donations from the richer families in your realm.;x
EVTDESC_ZE_3001;A merchant approaches the court and carefully pleads to make a payment plan for the recent loan taken by [target_treasurer.GetTitledFirstName]. It seems the fruits of [target_treasurer.GetHerHis] labor may have been exaggerated, and since the loan was made in your name, this reflect poorly on you too. What will the consequence be for [target_treasurer.GetTitledFirstName]?;x
EVTDESC_ZE_3003;[target_treasurer.GetTitledFirstName] reminds you of all the good work [target_treasurer.GetSheHe] has done lately. [target_treasurer.GetSheHeCap] thinks that with a fair compensation from [target_treasurer.GetHerHis] own pocket the [requested_province.GetFullName] is only a modest request.;x
EVTDESC_ZE_3004;[target_treasurer.GetTitledFirstName] approaches you: 'My liege, I have a great idea for a monument. Something to raise our cultural status and make the people notice what a great ruler you are. I would require some gold and your patience, and the work would take a year to complete.';x
EVTDESC_ZE_3005;The monument [target_treasurer.GetTitledFirstName] promised is finished. People have gathered to witness the unveiling of the new statue. It is a large portrait of [religious_head.GetTitledFirstName].;x
EVTDESC_ZE_3006;The monument [target_treasurer.GetTitledFirstName] promised is finished. The shape of the statue seems a bit off, as it is unveiled some of the crowd seem confused. It is a giant ear with the inscription 'IT LISTENS'.;x
EVTDESC_ZE_3007;The monument [target_treasurer.GetTitledFirstName] promised is finished. The statue is unveiled and it's just a bigger version of [target_treasurer.GetTitledFirstName], only slightly better looking than the real [target_treasurer.GetTitledFirstName].;x
EVTDESC_ZE_3008;The monument promised by [target_treasurer.GetTitledFirstName] is finished. Some people in the crowd cover their children's eyes as the statue is unveiled. It's a couple in the middle of lovemaking, and not exactly presented in a tasteful way.;x
EVTDESC_ZE_3009;The monument promised by [target_treasurer.GetTitledFirstName] is finished. At the unveiling, the crowd gasps and some even scream. It's something that resembles a throne, with an eyeless horned creature on top. It smells like blood.;x
EVTDESC_ZE_3010;The monument promised by [target_treasurer.GetTitledFirstName] is finished. Upon unveiling, a statue of yourself is revealed and you notice the crowd smiling and giving you a round of applause.;x
EVTDESC_ZE_3011;[steward.GetTitledFirstName] smiles at you. 'My liege, I have noticed your mind seems to drift off whenever we discuss monetary issues. I believe that to make things interesting, one must be introduced to the subject where it is directly relevant to oneself. Perhaps you would like to join me tomorrow on a full days work?';x
EVTDESC_ZE_3012;[steward.GetTitledFirstName] starts the day off collecting taxes. Some people frown and complain when they give away their earnings. [steward.GetTitledFirstName] calmly explains why taxes are collected and manages to appease the complainers.;x
EVTDESC_ZE_3013;Today, [steward.GetTitledFirstName] brings you to the nearest construction site to evaluate progress. [steward.GetTitledFirstName] notices that the builders are lagging behind the agreed schedule and proceeds to question them. The builders complain about the weather and want more pay to cover the delays. [steward.GetTitledFirstName] looks over your way, awaiting a response.;x
EVTDESC_ZE_3014;A friend has come to visit [steward.GetTitledFirstName] this evening. The three of you have a good time discussing your experiences over a fine evening meal. The visitor nods at you, saying: 'How lucky you are, [steward.GetFirstName], to have a liege that understands your work. This cooperation should benefit the both of you.';x

EVTOPTA_ZE_3000;That's wonderful news!;x
EVTOPTA_ZE_3001;I will not tolerate incompetence!;x
EVTOPTA_ZE_3003;[target_treasurer.GetSheHeCap] is right, job well done.;x
EVTOPTA_ZE_3004;So be it! Surprise me!;x
EVTOPTA_ZE_3005;Surely, this will bring us the God's favor.;x
EVTOPTA_ZE_3006;At least it's original.;x
EVTOPTA_ZE_3007;I don't know about this.;x
EVTOPTA_ZE_3008;Children must learn this sooner or later.;x
EVTOPTA_ZE_3009;I should have seen this coming.;x
EVTOPTA_ZE_3010;I have no words.;x
EVTOPTA_ZE_3011;Yes, that would be interesting.;x
EVTOPTA_ZE_3012;Earning trust is earning gold.;x
EVTOPTA_ZE_3013;We will hold our end of the deal when you hold yours.;x
EVTOPTA_ZE_3014;It's been interesting, moreso than many other things I've tried.;x

EVTOPTB_ZE_3001;We will have to make an example of [target_treasurer.GetHerHim].;x
EVTOPTB_ZE_3003;[target_treasurer.GetSheHeCap] will be repaid, but not like this.;x
EVTOPTB_ZE_3004;I don't think so...;x
EVTOPTB_ZE_3006;Keep calm everyone! I am a snake!;x
EVTOPTB_ZE_3007;Tear it down! [target_treasurer.GetSheHeCap] will be put in [target_treasurer.GetHerHis] place.;x
EVTOPTB_ZE_3008;Tear it down!;x
EVTOPTB_ZE_3010;It's too much, remove it.;x
EVTOPTB_ZE_3011;Hah! You must be joking, I have better things to do.;x
EVTOPTB_ZE_3012;Maybe we could squeeze them for some more?;x
EVTOPTB_ZE_3013;I guess one cannot predict the weather.;x
EVTOPTB_ZE_3014;It wasn't for me, it feels like stealing.;x

EVTOPTC_ZE_3001;Understandable, collecting taxes is tough work.;x
EVTOPTC_ZE_3003;Are you blackmailing me? You'd be happy to keep your job!;x
EVTOPTC_ZE_3013;Clear the site! You will never work again!;x
EVTOPTC_ZE_3014;I hated it! We should just kill the peasants and take their money.;x
