EVTDESC_ZE_13610;I've been having these special feelings for a special someone lately. The strange urges to find myself embraced and close to another person. If I could only find myself alone with...;x
EVTDESC_ZE_13620;As [From.GetSheHe] is growing older, I can see that [From.GetFirstName] could use some guidance in one of my experienced areas, diplomacy. This is my chance to make an effort for the sake of [From.GetHerHis] education but what can I offer?;x
EVTDESC_ZE_13621;As [From.GetSheHe] is growing older, I can see that [From.GetFirstName] could use some guidance in one of my experienced areas, the art of war. This is my chance to make an effort for the sake of [From.GetHerHis] education but what can I offer?;x
EVTDESC_ZE_13622;As [From.GetSheHe] is growing older, I can see that [From.GetFirstName] could use some guidance in one of my experienced areas, stewardship. This is my chance to make an effort for the sake of [From.GetHerHis] education but what can I offer?;x
EVTDESC_ZE_13623;As [From.GetSheHe] is growing older, I can see that [From.GetFirstName] could use some guidance in one of my experienced areas, intrigue. This is my chance to make an effort for the sake of [From.GetHerHis] education but what can I offer?;x
EVTDESC_ZE_13624;As [From.GetSheHe] is growing older, I can see that [From.GetFirstName] could use some guidance in one of my experienced areas, learning. This is my chance to make an effort for the sake of [From.GetHerHis] education but what can I offer?;x
EVTDESC_ZE_13625;As [From.GetSheHe] is growing older, I can see that [From.GetFirstName] could use some guidance in some of my experienced areas. It will require hard work and may not always be appreciated but this is my chance to make a self-sacrifice for the sake of [From.GetFirstName].;x

EVTDESCA_ZE_13001;I am practically an adult now, and people had better listen to me if they know what's good for them.;x
EVTDESCA_ZE_13002;Young [From.GetFirstName] is showing strong tendencies towards prideful behavior.;x
EVTDESCA_ZE_13004;[From.GetTitledFirstName] disapproves of my tendencies towards pride and has told me that I should show more ambition.;x
EVTDESCA_ZE_13011;I find that it brings me great joy to bring joy to others.;x
EVTDESCA_ZE_13012;Young [From.GetFirstName] is developing a kind disposition towards others.;x
EVTDESCA_ZE_13014;[From.GetTitledFirstName] says [From.GetSheHe] appreciates my kind disposition but thinks I could do even more to help others.;x
EVTDESCA_ZE_13021;As I keep getting older, I find that humility comes naturally to me.;x
EVTDESCA_ZE_13022;Young [From.GetFirstName] is developing a demeanor of natural humility.;x
EVTDESCA_ZE_13024;[From.GetTitledFirstName] says I shouldn't try so hard to be humble but instead just be myself.;x
EVTDESCA_ZE_13031;I like to climb, wrestle and run - and as I grow older I am beginning to notice that I am physically stronger than others.;x
EVTDESCA_ZE_13032;Young [From.GetFirstName] loves physical games and is developing a strong physique.;x
EVTDESCA_ZE_13034;[From.GetTitledFirstName] sees that I am growing stronger but tries to encourage me to be more courageous.;x
EVTDESCA_ZE_13041;I've read about the great [Root.GetMenWomen] in history, and someday I want to be like them.;x
EVTDESCA_ZE_13042;[From.GetFirstName] is developing into an ambitious young [From.GetManWoman].;x
EVTDESCA_ZE_13044;[From.GetTitledFirstName] says that my ambition is good but [From.GetSheHe] thinks I should be more proud of what I have.;x
EVTDESCA_ZE_13051;The more I think about it, the more I see that fairness and justice are things worth striving for.;x
EVTDESCA_ZE_13052;Young [From.GetFirstName] seems to think a lot about justice, fairness and righting the many wrongs in the world.;x
EVTDESCA_ZE_13054;[From.GetTitledFirstName] thinks I should not speak so much of righting the wrongs of others.;x
